0, 0.0 
1, 2.267e-06 
2, 3.187e-06 
3, 4.022e-06 
4, 4.866e-06 
5, 5.831e-06 
6, 6.679e-06 
7, 7.509e-06 
8, 8.341e-06 
9, 9.212e-06 
10, 1.0067e-05 
11, 1.0901e-05 
12, 1.1728e-05 
13, 1.2596e-05 
14, 1.3437e-05 
15, 1.4268e-05 
16, 1.5101e-05 
17, 1.6042e-05 
18, 1.6867e-05 
19, 1.7722e-05 
20, 1.8557e-05 
21, 1.9389e-05 
22, 2.0313e-05 
23, 2.1228e-05 
24, 2.2089e-05 
25, 2.2919e-05 
26, 2.3878e-05 
27, 2.4758e-05 
28, 2.5596e-05 
29, 2.6425e-05 
30, 2.7272e-05 
31, 2.8102e-05 
32, 2.8926e-05 
33, 2.9787e-05 
34, 3.0619e-05 
35, 3.1441e-05 
36, 3.2587e-05 
37, 3.3405e-05 
38, 3.4273e-05 
39, 3.5116e-05 
40, 3.5982e-05 
41, 3.6846e-05 
42, 3.7708e-05 
43, 3.8537e-05 
44, 3.9358e-05 
45, 4.0188e-05 
46, 4.1017e-05 
47, 4.2265e-05 
48, 4.31e-05 
49, 4.3925e-05 
50, 4.4753e-05 
51, 4.5585e-05 
52, 4.6408e-05 
53, 4.7235e-05 
54, 4.8101e-05 
55, 4.8936e-05 
56, 4.9766e-05 
57, 5.0595e-05 
58, 5.1425e-05 
59, 5.2846e-05 
60, 5.3682e-05 
61, 5.452e-05 
62, 5.5353e-05 
63, 5.6185e-05 
64, 5.7019e-05 
65, 5.7845e-05 
66, 5.8678e-05 
67, 5.9507e-05 
68, 6.033e-05 
69, 6.1162e-05 
70, 6.1989e-05 
71, 6.2816e-05 
72, 6.3643e-05 
73, 6.4879e-05 
74, 6.572e-05 
75, 6.6586e-05 
76, 6.7445e-05 
77, 6.8272e-05 
78, 6.9141e-05 
79, 6.9978e-05 
80, 7.0804e-05 
81, 7.1634e-05 
82, 7.2501e-05 
83, 7.3324e-05 
84, 7.4151e-05 
85, 7.4982e-05 
86, 7.5824e-05 
87, 7.6657e-05 
88, 7.7488e-05 
89, 7.9096e-05 
90, 8.0019e-05 
91, 8.0848e-05 
92, 8.1677e-05 
93, 8.2503e-05 
94, 8.3343e-05 
95, 8.4205e-05 
96, 8.5036e-05 
97, 8.5869e-05 
98, 8.6711e-05 
99, 8.7542e-05 
100, 8.8404e-05 
101, 8.9234e-05 
102, 9.0075e-05 
103, 9.0904e-05 
104, 9.1728e-05 
105, 9.2552e-05 
106, 9.3407e-05 
107, 9.4437e-05 
108, 9.5289e-05 
109, 9.6117e-05 
110, 9.6952e-05 
111, 9.7791e-05 
112, 9.8626e-05 
113, 9.9458e-05 
114, 0.000100285 
115, 0.000101122 
116, 0.000101952 
117, 0.000102781 
118, 0.000103607 
119, 0.000104439 
120, 0.000105268 
121, 0.000106099 
122, 0.000106925 
123, 0.000107753 
124, 0.000108584 
125, 0.000109415 
126, 0.000110241 
127, 0.000111199 
128, 0.000112026 
129, 0.000112846 
130, 0.000113677 
131, 0.000114511 
132, 0.00011534 
133, 0.000116162 
134, 0.000116989 
135, 0.000117816 
136, 0.000118641 
137, 0.000119474 
138, 0.000120303 
139, 0.000121129 
140, 0.000121953 
141, 0.000122817 
142, 0.000123641 
143, 0.000124469 
144, 0.000125324 
145, 0.000126153 
146, 0.000126982 
147, 0.000127815 
148, 0.000128642 
149, 0.000129535 
150, 0.000130364 
151, 0.000131199 
152, 0.000132033 
153, 0.000132886 
154, 0.000133711 
155, 0.000134542 
156, 0.000135374 
157, 0.000136231 
158, 0.000137063 
159, 0.000137894 
160, 0.00013872 
161, 0.00013955 
162, 0.000140382 
163, 0.000141201 
164, 0.000142033 
165, 0.00014286 
166, 0.000143686 
167, 0.000144516 
168, 0.000145346 
169, 0.000146175 
170, 0.000147006 
171, 0.000147835 
172, 0.000148662 
173, 0.000149485 
174, 0.00015039 
175, 0.000151225 
176, 0.00015206 
177, 0.000152888 
178, 0.000153718 
179, 0.000154548 
180, 0.000155383 
181, 0.000156214 
182, 0.000157036 
183, 0.000157865 
184, 0.000158694 
185, 0.000159516 
186, 0.000160347 
187, 0.000161175 
188, 0.000162003 
189, 0.000162832 
190, 0.000163683 
191, 0.000164568 
192, 0.000165445 
193, 0.000166297 
