0, 0.0 
1, 1.082e-06 
2, 1.422e-06 
3, 1.703e-06 
4, 1.943e-06 
5, 2.324e-06 
6, 2.565e-06 
7, 2.805e-06 
8, 3.045e-06 
9, 3.356e-06 
10, 3.597e-06 
11, 3.847e-06 
12, 4.087e-06 
13, 4.328e-06 
14, 4.568e-06 
15, 4.809e-06 
16, 5.059e-06 
17, 5.38e-06 
18, 5.62e-06 
19, 5.871e-06 
20, 6.111e-06 
21, 6.352e-06 
22, 6.602e-06 
23, 6.843e-06 
24, 7.093e-06 
25, 7.404e-06 
26, 7.634e-06 
27, 7.885e-06 
28, 8.125e-06 
29, 8.366e-06 
30, 8.616e-06 
31, 8.847e-06 
32, 9.087e-06 
33, 9.398e-06 
34, 9.648e-06 
35, 9.899e-06 
36, 1.0129e-05 
37, 1.0369e-05 
38, 1.061e-05 
39, 1.085e-05 
40, 1.1091e-05 
41, 1.3035e-05 
42, 1.3295e-05 
43, 1.3526e-05 
44, 1.3766e-05 
45, 1.4006e-05 
46, 1.4237e-05 
47, 1.4477e-05 
48, 1.4718e-05 
49, 1.4958e-05 
50, 1.5199e-05 
51, 1.5429e-05 
52, 1.568e-05 
53, 1.607e-05 
54, 1.6361e-05 
55, 1.6712e-05 
56, 1.6942e-05 
57, 1.7183e-05 
58, 1.7563e-05 
59, 1.7794e-05 
60, 1.8034e-05 
61, 1.8275e-05 
62, 1.8515e-05 
63, 1.8756e-05 
64, 1.8986e-05 
65, 1.9397e-05 
66, 1.9637e-05 
67, 1.9878e-05 
68, 2.0138e-05 
69, 2.0409e-05 
70, 2.0669e-05 
71, 2.095e-05 
72, 2.118e-05 
73, 2.1421e-05 
74, 2.1671e-05 
75, 2.1922e-05 
76, 2.2172e-05 
77, 2.2653e-05 
78, 2.2903e-05 
79, 2.3144e-05 
80, 2.3374e-05 
81, 2.3615e-05 
82, 2.3855e-05 
83, 2.4106e-05 
84, 2.4346e-05 
85, 2.4577e-05 
86, 2.4817e-05 
87, 2.5058e-05 
88, 2.5298e-05 
89, 2.5538e-05 
90, 2.5779e-05 
91, 2.6009e-05 
92, 2.625e-05 
93, 2.6681e-05 
94, 2.6931e-05 
95, 2.7172e-05 
96, 2.7412e-05 
97, 2.7653e-05 
98, 2.7893e-05 
99, 2.8133e-05 
100, 2.8384e-05 
101, 2.8624e-05 
102, 2.8865e-05 
103, 2.9105e-05 
104, 2.9346e-05 
105, 2.9586e-05 
106, 2.9827e-05 
107, 3.0057e-05 
108, 3.0298e-05 
109, 3.0658e-05 
110, 3.0899e-05 
111, 3.1129e-05 
112, 3.137e-05 
113, 3.161e-05 
114, 3.1851e-05 
115, 3.2091e-05 
116, 3.2321e-05 
117, 3.2562e-05 
118, 3.2802e-05 
119, 3.3043e-05 
120, 3.3283e-05 
121, 3.3524e-05 
122, 3.3754e-05 
123, 3.3995e-05 
124, 3.4235e-05 
125, 3.4476e-05 
126, 3.4716e-05 
127, 3.4956e-05 
128, 3.5187e-05 
129, 3.5538e-05 
130, 3.5768e-05 
131, 3.6008e-05 
132, 3.6249e-05 
133, 3.6489e-05 
134, 3.673e-05 
135, 3.696e-05 
136, 3.7201e-05 
137, 3.7451e-05 
138, 3.7682e-05 
139, 3.7922e-05 
140, 3.8153e-05 
141, 3.8393e-05 
142, 3.8633e-05 
143, 3.8864e-05 
144, 3.9104e-05 
145, 3.9355e-05 
146, 3.9585e-05 
147, 3.9846e-05 
148, 4.0186e-05 
149, 4.0868e-05 
150, 4.1128e-05 
151, 4.1379e-05 
152, 4.1619e-05 
153, 4.187e-05 
154, 4.21e-05 
155, 4.2341e-05 
156, 4.2581e-05 
157, 4.2822e-05 
158, 4.3062e-05 
159, 4.3312e-05 
160, 4.3553e-05 
161, 4.3803e-05 
162, 4.4034e-05 
163, 4.4274e-05 
164, 4.4525e-05 
165, 4.4765e-05 
166, 4.5006e-05 
167, 4.5246e-05 
168, 4.5487e-05 
169, 4.5737e-05 
170, 4.5968e-05 
171, 4.6208e-05 
172, 4.6458e-05 
173, 4.6849e-05 
174, 4.711e-05 
175, 4.734e-05 
176, 4.7591e-05 
177, 4.7831e-05 
178, 4.8082e-05 
179, 4.8312e-05 
180, 4.8562e-05 
181, 4.8803e-05 
182, 4.9053e-05 
183, 4.9294e-05 
184, 4.9534e-05 
185, 4.9785e-05 
186, 5.0015e-05 
187, 5.0256e-05 
188, 5.0506e-05 
189, 5.0747e-05 
190, 5.0997e-05 
191, 5.1228e-05 
192, 5.1478e-05 
193, 5.1719e-05 
194, 5.1969e-05 
195, 5.2209e-05 
196, 5.246e-05 
197, 5.269e-05 
198, 5.2941e-05 
199, 5.3181e-05 
200, 5.3432e-05 
201, 5.3782e-05 
202, 5.4023e-05 
203, 5.4263e-05 
